 J105443; 1; Z060; Pink Small; 7; 44;; Unknown (R01); Unknown (C311)
 J232741; 5; H296; Orange; 9; 23; Red Giant; Unknown (R28); Unknown (C284)
 J110634; 5; H296; Orange radiant; 7; 49; Cataclysmic Variable; Unknown (R28); Unknown (C284)
 J124058; 5; H296; Blue Small; 11; 39; Magnetar; Unknown (R28); Unknown (C284)
 J123432; 5; H296; Blue Small; 8; 77; Red Giant; Unknown (R28); Unknown (C284)
 J151909; 5; H296; Orange; 8; 33; Pulsar; Unknown (R28); Unknown (C284)
 J145706; 5; H296; Blue Small; 9; 12; Wolf-Rayet Star; Unknown (R28); Unknown (C284)
 J230242; 5; H296; Orange Bright; 9; 58; Black Hole; Unknown (R28); Unknown (C284)
 J172840; 5; H296; White Dwarf; 8; 5;; Unknown (R28); Unknown (C285)
 J131450; 5; H296; Orange radiant; 11; 79; Wolf-Rayet Star; Unknown (R28); Unknown (C285)
 J125101; 5; H296; Orange Bright; 11; 52;; Unknown (R28); Unknown (C285)
 J142910; 5; H296; White Dwarf; 9; 54;; Unknown (R28); Unknown (C285)
 J131142; 5; H296; Yellow Small; 7; 63; Black Hole; Unknown (R28); Unknown (C285)
 J152827; 5; H296; Orange radiant; 10; 24; Black Hole; Unknown (R28); Unknown (C285)
 J115901; 5; H296; Yellow Small; 14; 66;; Unknown (R28); Unknown (C285)
 J114100; 5; H296; Orange radiant; 10; 48; Wolf-Rayet Star; Unknown (R28); Unknown (C285)
 J162132; 5; H296; Blue; 8; 72;; Unknown (R28); Unknown (C285)
 J171722; 5; E175; Orange radiant; 7; 46; Pulsar; Unknown (R29); Unknown (C286)
 J135554; 5; E175; Yellow; 7; 17;; Unknown (R29); Unknown (C286)
 J214212; 5; E175; Yellow Small; 7; 43;; Unknown (R29); Unknown (C286)
 J130305; 5; E175; Pink; 9; 61;; Unknown (R29); Unknown (C286)
 J111543; 5; E175; Yellow Small; 7; 28;; Unknown (R29); Unknown (C286)
 J160623; 5; E175; Yellow Small; 8; 52; Pulsar; Unknown (R29); Unknown (C286)
 J234722; 5; E175; Yellow; 9; 37; Pulsar; Unknown (R29); Unknown (C286)
 J133513; 5; E175; Orange radiant; 10; 43; Black Hole; Unknown (R29); Unknown (C287)
 J104704; 5; E175; Red Giant; 8; 25;; Unknown (R29); Unknown (C287)
 J120354; 5; E175; Orange; 7; 51; Cataclysmic Variable; Unknown (R29); Unknown (C287)
 J165312; 5; E175; Red Giant; 3; 41;; Unknown (R29); Unknown (C287)
 J103812; 5; E175; Pink Small; 7; 46;; Unknown (R29); Unknown (C287)
 J143525; 5; E175; White Dwarf; 13; 53;; Unknown (R29); Unknown (C287)
 J125716; 5; E175; Orange; 9; 93; Magnetar; Unknown (R29); Unknown (C288)
 J143845; 5; E175; Pink Small; 6; 6; Cataclysmic Variable; Unknown (R29); Unknown (C288)
 J135626; 5; E175; Pink; 9; 11; Black Hole; Unknown (R29); Unknown (C288)
 J115905; 5; E175; Orange; 7; 52; Magnetar; Unknown (R29); Unknown (C288)
 J233917; 5; E175; White; 9; 61; Magnetar; Unknown (R29); Unknown (C288)
 J140343; 5; E175; Orange radiant; 13; 57;; Unknown (R29); Unknown (C288)
 J114315; 5; E175; Pink; 11; 38;; Unknown (R29); Unknown (C288)
 J142653; 5; E175; Orange Bright; 7; 39; Red Giant; Unknown (R29); Unknown (C289)
 J132546; 5; E175; Blue Small; 10; 58;; Unknown (R29); Unknown (C289)
 J165205; 5; E175; Orange Bright; 8; 23; Cataclysmic Variable; Unknown (R29); Unknown (C289)
 J122518; 5; E175; Blue Bright; 10; 72;; Unknown (R29); Unknown (C289)
 J153825; 5; E175; Yellow; 5; 10; Red Giant; Unknown (R29); Unknown (C289)
 J101435; 5; E175; Pink Small; 5; 40; Cataclysmic Variable; Unknown (R29); Unknown (C289)
 J143819; 5; E175; Pink; 7; 12;; Unknown (R29); Unknown (C289)
 J170417; 5; E175; Orange radiant; 8; 36; Red Giant; Unknown (R29); Unknown (C289)
 J115727; 5; E175; Orange Bright; 8; 17;; Unknown (R29); Unknown (C289)
 J115124; 5; E175; Orange; 8; 36;; Unknown (R29); Unknown (C290)
 J135533; 5; E175; Yellow Small; 8; 22; Wolf-Rayet Star; Unknown (R29); Unknown (C290)
 J230745; 5; E175; Blue Small; 5; 51;; Unknown (R29); Unknown (C290)
 J112918; 5; E175; Yellow; 9; 56; Black Hole; Unknown (R29); Unknown (C290)
 J111640; 5; E175; Pink Small; 8; 45; Wolf-Rayet Star; Unknown (R29); Unknown (C290)
 J231137; 5; E175; Yellow Small; 10; 17;; Unknown (R29); Unknown (C290)
 J111613; 5; E175; Orange; 9; 25; Cataclysmic Variable; Unknown (R29); Unknown (C290)
 J145131; 5; E175; Red Giant; 7; 11;; Unknown (R29); Unknown (C290)
 J111003; 5; E175; Orange; 10; 28; Cataclysmic Variable; Unknown (R29); Unknown (C291)
 J131520; 5; E175; Pink; 10; 70;; Unknown (R29); Unknown (C291)
 J120922; 5; E175; Yellow Small; 9; 42; Red Giant; Unknown (R29); Unknown (C291)
 J142138; 5; E175; White Dwarf; 11; 35; Magnetar; Unknown (R29); Unknown (C291)
 J153106; 5; E175; Pink; 9; 29; Red Giant; Unknown (R29); Unknown (C291)
 J111939; 5; E175; Blue; 11; 37; Black Hole; Unknown (R29); Unknown (C291)
 J173550; 5; E175; Pink; 9; 37;; Unknown (R29); Unknown (C291)
 J145310; 5; E175; Yellow; 13; 72;; Unknown (R29); Unknown (C291)
 J155928; 5; E175; Orange radiant; 10; 51;; Unknown (R29); Unknown (C291)
 J234208; 5; E175; Orange; 11; 29; Black Hole; Unknown (R29); Unknown (C292)
 J105722; 5; E175; Blue Bright; 7; 39;; Unknown (R29); Unknown (C292)
 J123546; 5; E175; Pink; 9; 48;; Unknown (R29); Unknown (C292)
 J210235; 5; E175; White; 4; 22;; Unknown (R29); Unknown (C292)
 J170736; 5; E175; Red Giant; 10; 30; Red Giant; Unknown (R29); Unknown (C292)
 J170240; 5; E175; Pink; 7; 63;; Unknown (R29); Unknown (C292)
 J125532; 5; E175; Yellow Small; 9; 7;; Unknown (R29); Unknown (C292)
 J133923; 5; E175; Yellow; 8; 89; Red Giant; Unknown (R29); Unknown (C292)
 J131509; 5; E175; Yellow Small; 8; 26;; Unknown (R29); Unknown (C292)
 J210519; 5; E175; Orange; 7; 25; Black Hole; Unknown (R29); Unknown (C293)
 J233517; 5; E175; Red Giant; 6; 9;; Unknown (R29); Unknown (C293)
 J162612; 5; E175; Orange radiant; 12; 78;; Unknown (R29); Unknown (C293)
 J123055; 5; E175; Red Giant; 6; 26; Magnetar; Unknown (R29); Unknown (C293)
 J212302; 5; E175; White; 9; 73; Magnetar; Unknown (R29); Unknown (C293)
 J102103; 5; E175; Yellow Small; 11; 44;; Unknown (R29); Unknown (C293)
 J213956; 5; E175; Red Giant; 6; 12; Wolf-Rayet Star; Unknown (R29); Unknown (C293)
 J161944; 5; E175; Yellow; 9; 47;; Unknown (R29); Unknown (C293)
 J135705; 5; E175; Pink Small; 8; 45; Red Giant; Unknown (R29); Unknown (C294)
 J103215; 5; E175; Pink; 11; 36;; Unknown (R29); Unknown (C294)
 J141032; 5; E175; Orange Bright; 6; 40;; Unknown (R29); Unknown (C294)
 J135306; 5; E175; Red Giant; 7; 46; Red Giant; Unknown (R29); Unknown (C294)
 J155256; 5; E175; Pink; 8; 40; Black Hole; Unknown (R29); Unknown (C294)
 J162853; 5; E175; Blue Bright; 7; 29; Red Giant; Unknown (R29); Unknown (C294)
 J104809; 5; E175; Pink; 9; 71; Black Hole; Unknown (R29); Unknown (C294)
 J144454; 5; E175; Orange radiant; 10; 72; Red Giant; Unknown (R29); Unknown (C294)
 J110759; 5; E175; Orange Bright; 8; 25;; Unknown (R29); Unknown (C295)
 J215304; 5; E175; Orange Bright; 10; 50; Black Hole; Unknown (R29); Unknown (C295)
 J110946; 5; E175; Pink Small; 11; 46;; Unknown (R29); Unknown (C295)
 J230221; 5; E175; Blue Small; 7; 76; Cataclysmic Variable; Unknown (R29); Unknown (C295)
 J140133; 5; E175; Orange radiant; 6; 62;; Unknown (R29); Unknown (C295)
 J105531; 5; E175; Orange Bright; 10; 13;; Unknown (R29); Unknown (C295)
 J213502; 5; E175; White; 9; 45; Black Hole; Unknown (R29); Unknown (C296)
 J101647; 5; E175; Pink Small; 8; 47;; Unknown (R29); Unknown (C296)
 J133023; 5; E175; Yellow Small; 8; 5; Magnetar; Unknown (R29); Unknown (C296)
 J164553; 5; E175; Yellow; 11; 71;; Unknown (R29); Unknown (C296)
 J232959; 5; E175; Yellow Small; 8; 39;; Unknown (R29); Unknown (C296)
 J152106; 5; E175; Orange; 8; 24; Pulsar; Unknown (R29); Unknown (C296)
 J142535; 5; E175; Blue Bright; 9; 29;; Unknown (R29); Unknown (C296)
 J222408; 5; E175; Orange; 8; 44;; Unknown (R29); Unknown (C291)
 J161747; 5; H296; Yellow Small; 5; 56; Cataclysmic Variable; Unknown (R28); Unknown (C275)
 J132328; 5; E175; Yellow Small; 5; 24; Pulsar; Unknown (R29); Unknown (C296)
 J142814; 5; E175; Pink; 7; 43; Magnetar; Unknown (R29); Unknown (C292)
 J101248; 5; V753; Yellow Small; 8; 58;; Unknown (R26); Unknown (C259)
 J135825; 5; E175; Pink; 7; 7; Cataclysmic Variable; Unknown (R29); Unknown (C290)
 J100820; 5; H296; Pink; 13; 39;; Unknown (R28); Unknown (C282)
 J213344; 5; E175; Pink; 11; 31;; Unknown (R29); Unknown (C296)
 J103701; 5; H296; Orange; 5; 38;; Unknown (R25); Unknown (C244)
 J171246; 5; H296; Blue; 9; 73;; Unknown (R25); Unknown (C254)
 J170158; 5; D364; Red Giant; 9; 17; Black Hole; Unknown (R24); Unknown (C238)
 J145208; 5; H296; Pink Small; 10; 57;; Unknown (R25); Unknown (C248)
 J224721; 5; Y790; Orange; 4; 37; Cataclysmic Variable; Unknown (R24); Unknown (C233)
 J130818; 5; H296; Orange radiant; 8; 51; Magnetar; Unknown (R25); Unknown (C245)
 J221356; 5; M267; Pink Small; 11; 55;; Unknown (R27); Unknown (C265)
 J111245; 5; H296; Orange radiant; 10; 45;; Unknown (R28); Unknown (C278)
 J154509; 5; V753; Pink Small; 9; 52;; Unknown (R26); Unknown (C261)
 J234928; 5; H296; White Dwarf; 10; 72;; Unknown (R25); Unknown (C251)
 J133011; 5; H296; Yellow; 5; 42; Red Giant; Unknown (R25); Unknown (C249)
 J125245; 5; E175; Orange; 11; 31;; Unknown (R29); Unknown (C290)
 J143605; 5; M267; Red Giant; 7; 57; Magnetar; Unknown (R27); Unknown (C269)
 J120750; 5; Y790; Yellow Small; 9; 14;; Unknown (R24); Unknown (C239)
 J104617; 5; V753; Orange radiant; 6; 82; Cataclysmic Variable; Unknown (R26); Unknown (C258)
 J114809; 5; H296; Orange radiant; 8; 56;; Unknown (R25); Unknown (C248)
 J125657; 5; M267; Pink Small; 13; 55;; Unknown (R27); Unknown (C268)
 J104859; 6; G024; Red Giant; 5; 31; Pulsar; Unknown (R30); Unknown (C297)
 J155838; 6; G024; White; 8; 12;; Unknown (R30); Unknown (C297)
 J164745; 6; G024; Orange Bright; 8; 22; Cataclysmic Variable; Unknown (R30); Unknown (C297)
 J135504; 6; G024; Orange Bright; 9; 51; Red Giant; Unknown (R30); Unknown (C297)
 J115923; 6; G024; Orange; 13; 85;; Unknown (R30); Unknown (C297)
 J151325; 6; G024; Pink Small; 7; 45; Pulsar; Unknown (R30); Unknown (C297)
 J105705; 6; G024; Pink; 5; 10; Cataclysmic Variable; Unknown (R30); Unknown (C297)
 J141434; 6; W237; Orange radiant; 8; 81;; Unknown (R30); Unknown (C298)
 J115844; 6; W237; Pink; 7; 2;; Unknown (R30); Unknown (C298)
 J133906; 6; W237; Orange radiant; 12; 40;; Unknown (R30); Unknown (C298)
 J115855; 6; W237; Yellow; 8; 43;; Unknown (R30); Unknown (C298)
 J150020; 6; W237; Red Giant; 7; 57; Magnetar; Unknown (R30); Unknown (C298)
 J142528; 6; W237; Blue Bright; 9; 49;; Unknown (R30); Unknown (C298)
 J130900; 6; V911; Orange radiant; 10; 49;; Unknown (R30); Unknown (C299)
 J222045; 6; V911; Yellow Small; 9; 4; Pulsar; Unknown (R30); Unknown (C299)
 J111450; 6; V911; Orange radiant; 8; 53; Cataclysmic Variable; Unknown (R30); Unknown (C299)
 J103800; 6; V911; Yellow Small; 7; 38; Red Giant; Unknown (R30); Unknown (C299)
 J144420; 6; V911; Orange radiant; 7; 55;; Unknown (R30); Unknown (C299)
 J152550; 6; V911; Yellow Small; 8; 54;; Unknown (R30); Unknown (C299)
 J114003; 6; V911; Red Giant; 2; 28; Magnetar; Unknown (R30); Unknown (C299)
 J143751; 6; V911; Blue; 7; 67;; Unknown (R30); Unknown (C299)
 J215930; 6; V911; Orange Bright; 9; 44; Red Giant; Unknown (R30); Unknown (C299)
 J120512; 6; L477; Yellow Small; 8; 17; Cataclysmic Variable; Unknown (R30); Unknown (C300)
 J145939; 6; L477; Yellow; 9; 42;; Unknown (R30); Unknown (C300)
 J135623; 6; L477; Orange; 9; 51; Cataclysmic Variable; Unknown (R30); Unknown (C300)
 J111918; 6; L477; Blue Small; 8; 50; Red Giant; Unknown (R30); Unknown (C300)
 J162614; 6; L477; Orange radiant; 8; 46; Pulsar; Unknown (R30); Unknown (C300)
 J104921; 6; L477; Orange radiant; 6; 57;; Unknown (R30); Unknown (C300)
 J230049; 6; L477; Yellow Small; 10; 48; Cataclysmic Variable; Unknown (R30); Unknown (C300)
 J115935; 6; L477; Yellow Small; 8; 15;; Unknown (R30); Unknown (C300)
 J151920; 6; Q317; Orange radiant; 9; 27; Cataclysmic Variable; Unknown (R30); Unknown (C301)
 J160855; 6; Q317; Orange radiant; 10; 90;; Unknown (R30); Unknown (C301)
 J155311; 6; Q317; Yellow Small; 10; 33;; Unknown (R30); Unknown (C301)
 J101553; 6; Q317; Yellow; 9; 59; Pulsar; Unknown (R30); Unknown (C301)
 J110421; 6; Q317; Pink; 6; 2; Wolf-Rayet Star; Unknown (R30); Unknown (C301)
 J155207; 6; Q317; Red Giant; 7; 20;; Unknown (R30); Unknown (C301)
 J143200; 6; Z457; Blue Small; 12; 82; Red Giant; Unknown (R30); Unknown (C302)
 J110834; 6; Z457; Orange Bright; 9; 33;; Unknown (R30); Unknown (C302)
 J142247; 6; Z457; Orange Bright; 7; 50; Cataclysmic Variable; Unknown (R30); Unknown (C302)
 J112028; 6; Z457; White Dwarf; 8; 5; Black Hole; Unknown (R30); Unknown (C302)
 J111520; 6; Z457; Orange Bright; 6; 12; Black Hole; Unknown (R30); Unknown (C302)
 J161335; 6; Z457; Orange; 9; 54;; Unknown (R30); Unknown (C302)
 J170118; 6; Z457; Red Giant; 9; 62;; Unknown (R30); Unknown (C302)
 J160722; 6; Z457; Blue Bright; 10; 68; Red Giant; Unknown (R30); Unknown (C302)
 J124504; 6; W237; Yellow Small; 8; 29; Red Giant; Unknown (R30); Unknown (C303)
 J212612; 6; W237; Yellow; 11; 48;; Unknown (R30); Unknown (C303)
 J154829; 6; W237; Red Giant; 9; 9; Cataclysmic Variable; Unknown (R30); Unknown (C303)
 J144436; 6; W237; Orange radiant; 5; 39;; Unknown (R30); Unknown (C303)
 J165641; 6; W237; Yellow Small; 8; 20; Black Hole; Unknown (R30); Unknown (C303)
 J145510; 6; W237; Yellow Small; 6; 18;; Unknown (R30); Unknown (C303)
 J110810; 6; L477; Yellow; 9; 94; Black Hole; Unknown (R30); Unknown (C304)
 J131916; 6; L477; Orange Bright; 7; 12;; Unknown (R30); Unknown (C304)
 J120103; 6; L477; Pink Small; 8; 71; Red Giant; Unknown (R30); Unknown (C304)
 J171404; 6; L477; Orange; 11; 34; Red Giant; Unknown (R30); Unknown (C304)
 J104632; 6; L477; Blue; 7; 8;; Unknown (R30); Unknown (C304)
 J103400; 6; L477; Orange; 9; 13; Red Giant; Unknown (R30); Unknown (C304)
 J154021; 6; L477; Red Giant; 8; 27; Magnetar; Unknown (R30); Unknown (C304)
 J122249; 6; L477; Orange; 10; 52; Red Giant; Unknown (R30); Unknown (C304)
 J213753; 6; L477; Pink Small; 6; 27; Red Giant; Unknown (R30); Unknown (C304)
 J155650; 6; Z457; Orange radiant; 5; 46;; Unknown (R30); Unknown (C305)
 J152722; 6; Z457; Orange radiant; 10; 45;; Unknown (R30); Unknown (C305)
 J100501; 6; Z457; Blue; 9; 89;; Unknown (R30); Unknown (C305)
 J140918; 6; Z457; Blue Small; 7; 79; Wolf-Rayet Star; Unknown (R30); Unknown (C305)
 J103414; 6; Z457; Orange; 12; 46; Red Giant; Unknown (R30); Unknown (C305)
 J223432; 6; Z457; Blue; 8; 44;; Unknown (R30); Unknown (C305)
 J100409; 6; Z457; Orange; 11; 41;; Unknown (R30); Unknown (C305)
 J141502; 6; Z457; Orange radiant; 8; 48;; Unknown (R30); Unknown (C305)
 J115008; 6; Z457; Orange; 7; 33; Red Giant; Unknown (R30); Unknown (C305)
 J112829; 6; V911; Yellow; 13; 31;; Unknown (R30); Unknown (C306)
 J105801; 6; V911; Yellow Small; 5; 18; Pulsar; Unknown (R30); Unknown (C306)
 J105023; 6; V911; Orange radiant; 9; 42; Wolf-Rayet Star; Unknown (R30); Unknown (C306)
 J101652; 6; V911; Orange; 8; 52; Red Giant; Unknown (R30); Unknown (C306)
 J163225; 6; V911; Pink Small; 6; 1; Pulsar; Unknown (R30); Unknown (C306)
 J135220; 6; V911; Yellow; 9; 49; Cataclysmic Variable; Unknown (R30); Unknown (C306)
 J114430; 6; V911; Orange; 7; 37; Magnetar; Unknown (R30); Unknown (C306)
 J103504; 6; V911; Orange; 8; 36;; Unknown (R30); Unknown (C306)
 J123940; 6; V911; Blue; 13; 63;; Unknown (R30); Unknown (C307)
 J104857; 6; V911; Orange radiant; 8; 54; Magnetar; Unknown (R30); Unknown (C307)
 J112417; 6; V911; Red Giant; 9; 55;; Unknown (R30); Unknown (C307)
 J205141; 6; V911; Blue; 10; 74; Magnetar; Unknown (R30); Unknown (C307)
 J104037; 6; V911; Yellow Small; 7; 5;; Unknown (R30); Unknown (C307)
 J144902; 6; V911; White Dwarf; 7; 53;; Unknown (R30); Unknown (C307)
 J122818; 6; V911; Yellow Small; 12; 13; Pulsar; Unknown (R30); Unknown (C308)
 J211353; 6; V911; Orange radiant; 9; 36; Wolf-Rayet Star; Unknown (R30); Unknown (C308)
 J104136; 6; V911; Red Giant; 9; 44;; Unknown (R30); Unknown (C308)
 J172842; 6; V911; Pink; 7; 19; Cataclysmic Variable; Unknown (R30); Unknown (C308)
 J122452; 6; V911; Orange radiant; 5; 52; Pulsar; Unknown (R30); Unknown (C308)
 J140200; 6; V911; Yellow; 8; 49; Magnetar; Unknown (R30); Unknown (C308)
 J232246; 6; V911; White; 9; 46;; Unknown (R30); Unknown (C308)
 J101748; 6; V911; Pink; 8; 56;; Unknown (R30); Unknown (C308)
 J133241; 6; V911; Yellow Small; 13; 85; Cataclysmic Variable; Unknown (R30); Unknown (C309)
 J151817; 6; V911; Orange radiant; 10; 33; Wolf-Rayet Star; Unknown (R30); Unknown (C309)
